dtm,SS_Price,DA_Price,ND,EMBEDDED_WIND_GENERATION,EMBEDDED_SOLAR_GENERATION
2023-07-30 13:30:00,-10.8304,11.86,20545,3557,2962
2023-07-30 14:00:00,100.0,62.45,20524,3505,2931
2023-07-30 14:30:00,100.0,62.45,20435,3452,2839
2023-07-30 15:00:00,112.0,84.62,20801,3362,2524
2023-07-30 15:30:00,105.0,84.62,21101,3271,2343
2023-07-30 16:00:00,114.0,79.15,21961,3095,2063
2023-07-30 16:30:00,103.0,79.15,22869,2919,1869
2023-07-30 17:00:00,110.0,80.88,23714,2754,1509
2023-07-30 17:30:00,110.0,80.88,24110,2588,1181
2023-07-30 18:00:00,32.0,80.36,24539,2398,883
2023-07-30 18:30:00,31.0,80.36,24658,2207,645
2023-07-30 19:00:00,75.26,81.99,24615,2086,376
2023-07-30 19:30:00,115.0,81.99,24506,1965,174
2023-07-30 20:00:00,128.0,71.07,24096,1916,57
2023-07-30 20:30:00,82.05,71.07,23750,1867,4
2023-07-30 21:00:00,81.51,63.63,23467,1867,0
2023-07-30 21:30:00,32.1,63.63,22706,1866,0
2023-07-30 22:00:00,34.98,52.05,21919,1880,0
2023-07-30 22:30:00,37.42,52.05,21039,1894,0
2023-07-30 23:00:00,27.01,47.59,19603,1915,0
2023-07-30 23:30:00,27.01,47.59,18612,1936,0
2023-07-31 00:00:00,27.74,41.19,17783,1928,0
2023-07-31 00:30:00,29.46,41.19,17306,1920,0
2023-07-31 01:00:00,15.88,40.89,16806,1938,0
2023-07-31 01:30:00,91.0,40.89,16790,1955,0
2023-07-31 02:00:00,91.0,56.45,16697,1937,0
2023-07-31 02:30:00,15.1,56.45,16381,1919,0
2023-07-31 03:00:00,34.62,70.63,16200,1903,0
2023-07-31 03:30:00,99.5,70.63,16162,1887,0
2023-07-31 04:00:00,99.4,80.41,16002,1853,0
2023-07-31 04:30:00,50.76,80.41,15973,1819,0
2023-07-31 05:00:00,61.74,73.85,16441,1786,0
2023-07-31 05:30:00,53.0101,73.85,17228,1753,11
2023-07-31 06:00:00,30.0,77.26,18873,1737,151
2023-07-31 06:30:00,30.0,77.26,20432,1720,384
2023-07-31 07:00:00,30.0,76.3,22300,1761,621
2023-07-31 07:30:00,105.0,76.3,23559,1802,1027
2023-07-31 08:00:00,130.0,74.73,25098,1867,1228
2023-07-31 08:30:00,125.0,74.73,25682,1931,1556
2023-07-31 09:00:00,125.0,71.89,25887,2003,1677
2023-07-31 09:30:00,115.98,71.89,25819,2075,1728
2023-07-31 10:00:00,130.0,64.92,26287,2105,1630
2023-07-31 10:30:00,130.0,64.92,26263,2134,1863
2023-07-31 11:00:00,130.0,53.78,26406,2204,1982
2023-07-31 11:30:00,115.98,53.78,26526,2273,1837
2023-07-31 12:00:00,102.5,51.37,27165,2325,1681
2023-07-31 12:30:00,118.0,51.37,27311,2377,1668
2023-07-31 13:00:00,105.0,50.79,27579,2443,1364
2023-07-31 13:30:00,32.2,50.79,27503,2508,1429
2023-07-31 14:00:00,32.3,66.08,27114,2528,1526
2023-07-31 14:30:00,32.3,66.08,26565,2547,1746
2023-07-31 15:00:00,32.1,75.3,26479,2557,2105
2023-07-31 15:30:00,32.3,75.3,26166,2566,2241
2023-07-31 16:00:00,32.3,86.19,25960,2541,2491
2023-07-31 16:30:00,32.3,86.19,26164,2516,2598
2023-07-31 17:00:00,106.0,91.19,26668,2418,2343
2023-07-31 17:30:00,106.0,91.19,27325,2319,1937
2023-07-31 18:00:00,32.6,87.97,27546,2195,1594
2023-07-31 18:30:00,34.2,87.97,27257,2071,1195
2023-07-31 19:00:00,34.2,85.87,27221,1975,751
2023-07-31 19:30:00,34.2,85.87,27033,1878,470
2023-07-31 20:00:00,111.0,73.75,26694,1812,159
2023-07-31 20:30:00,111.0,73.75,26109,1745,11
2023-07-31 21:00:00,111.0,65.91,25556,1732,0
2023-07-31 21:30:00,34.2,65.91,24754,1719,0
2023-07-31 22:00:00,33.0,57.7,23201,1728,0
2023-07-31 22:30:00,32.1,57.7,22049,1737,0
2023-07-31 23:00:00,55.49,55.7,20767,1752,0
2023-07-31 23:30:00,57.44,55.7,19588,1767,0
2023-08-01 00:00:00,89.0,49.34,18697,1847,0
2023-08-01 00:30:00,50.15,49.34,18231,1927,0
2023-08-01 01:00:00,45.16,47.67,17623,1944,0
2023-08-01 01:30:00,44.34,47.67,17591,1961,0
2023-08-01 02:00:00,34.3,55.72,17310,1947,0
2023-08-01 02:30:00,44.7,55.72,16812,1932,0
2023-08-01 03:00:00,52.18,62.89,16744,1934,0
2023-08-01 03:30:00,50.74,62.89,16608,1935,0
2023-08-01 04:00:00,25.75,73.22,16650,1924,0
2023-08-01 04:30:00,25.75,73.22,16720,1913,0
2023-08-01 05:00:00,34.2,72.24,17031,1884,0
2023-08-01 05:30:00,113.0,72.24,17554,1854,27
2023-08-01 06:00:00,99.0,74.66,19164,1864,213
2023-08-01 06:30:00,90.0,74.66,20366,1873,593
2023-08-01 07:00:00,34.3,72.26,22001,1897,1018
2023-08-01 07:30:00,33.0,72.26,23137,1920,1535
2023-08-01 08:00:00,35.0,69.58,24355,1951,2158
2023-08-01 08:30:00,35.0,69.58,24716,1981,2773
2023-08-01 09:00:00,35.15,63.77,24791,1983,3190
2023-08-01 09:30:00,35.15,63.77,24646,1985,3528
2023-08-01 10:00:00,35.1,69.48,24775,1928,4027
2023-08-01 10:30:00,35.2,69.48,24449,1870,4129
2023-08-01 11:00:00,35.2,75.61,24441,1849,4477
2023-08-01 11:30:00,35.1,75.61,24618,1827,4801
2023-08-01 12:00:00,34.6,69.07,24853,1770,5085
2023-08-01 12:30:00,35.1,69.07,24757,1712,5424
2023-08-01 13:00:00,37.0,70.97,24762,1649,5173
2023-08-01 13:30:00,37.0,70.97,24251,1585,4827
2023-08-01 14:00:00,37.0,78.89,24289,1528,4938
2023-08-01 14:30:00,37.0,78.89,24133,1470,4961
2023-08-01 15:00:00,118.0,96.84,24134,1394,4591
2023-08-01 15:30:00,129.0,96.84,24370,1317,4245
2023-08-01 16:00:00,118.0,105.28,24714,1229,3822
2023-08-01 16:30:00,124.9,105.28,25343,1141,3334
2023-08-01 17:00:00,134.0,104.97,26326,1055,2445
2023-08-01 17:30:00,155.0,104.97,26991,969,1705
2023-08-01 18:00:00,115.0,99.3,27327,896,1207
2023-08-01 18:30:00,134.0,99.3,27528,822,881
2023-08-01 19:00:00,104.9,94.46,27368,819,587
2023-08-01 19:30:00,118.0,94.46,27212,815,337
2023-08-01 20:00:00,118.0,81.15,26984,857,128
2023-08-01 20:30:00,38.2,81.15,26520,898,12
2023-08-01 21:00:00,39.0,80.63,26064,966,0
2023-08-01 21:30:00,112.95,80.63,25719,1033,0
2023-08-01 22:00:00,39.55,77.6,24326,1100,0
2023-08-01 22:30:00,97.0,77.6,22953,1166,0
2023-08-01 23:00:00,60.64,69.97,21534,1213,0
2023-08-01 23:30:00,40.0,69.97,20360,1259,0
2023-08-02 00:00:00,96.5,59.69,19455,1243,0
2023-08-02 00:30:00,56.06,59.69,18971,1227,0
2023-08-02 01:00:00,55.72,56.89,18513,1277,0
2023-08-02 01:30:00,47.90994,56.89,18404,1326,0
2023-08-02 02:00:00,54.0,55.83,18090,1438,0
2023-08-02 02:30:00,41.64,55.83,17809,1550,0
2023-08-02 03:00:00,38.33,56.93,17519,1658,0
2023-08-02 03:30:00,39.78,56.93,17312,1766,0
2023-08-02 04:00:00,43.95,69.55,16957,1821,0
2023-08-02 04:30:00,37.86994,69.55,17081,1876,0
2023-08-02 05:00:00,104.5,69.31,17440,1917,0
2023-08-02 05:30:00,104.5,69.31,17660,1957,1
2023-08-02 06:00:00,104.5,73.42,19194,2005,56
2023-08-02 06:30:00,35.2,73.42,20157,2053,256
2023-08-02 07:00:00,36.0,74.08,21802,2080,542
2023-08-02 07:30:00,38.5,74.08,23211,2107,966
2023-08-02 08:00:00,36.0,73.03,24652,2142,1603
2023-08-02 08:30:00,36.0,73.03,24906,2177,2030
2023-08-02 09:00:00,36.0,75.89,25169,2199,2619
2023-08-02 09:30:00,38.0,75.89,25117,2220,2984
2023-08-02 10:00:00,39.0,75.9,25113,2196,3337
2023-08-02 10:30:00,95.0,75.9,25094,2172,3531
2023-08-02 11:00:00,98.0,63.67,25375,2207,3764
2023-08-02 11:30:00,91.0,63.67,25474,2241,4372
2023-08-02 12:00:00,38.0,58.25,25666,2260,3820
2023-08-02 12:30:00,38.0,58.25,25375,2278,4058
2023-08-02 13:00:00,38.01,58.11,25366,2324,3729
2023-08-02 13:30:00,120.0,58.11,24989,2369,4035
2023-08-02 14:00:00,119.9,66.07,24643,2401,3983
2023-08-02 14:30:00,110.0,66.07,24565,2432,3735
2023-08-02 15:00:00,114.0,77.2,24603,2484,3522
2023-08-02 15:30:00,116.0,77.2,24742,2536,3323
2023-08-02 16:00:00,114.0,87.92,25001,2532,3035
2023-08-02 16:30:00,109.0,87.92,25419,2528,2759
2023-08-02 17:00:00,39.0,83.72,26032,2499,2120
2023-08-02 17:30:00,109.0,83.72,26299,2469,1626
2023-08-02 18:00:00,114.0,78.04,26763,2427,1698
2023-08-02 18:30:00,109.0,78.04,27171,2384,1113
2023-08-02 19:00:00,39.11,75.22,27105,2306,737
2023-08-02 19:30:00,39.13,75.22,26772,2228,348
2023-08-02 20:00:00,39.12,57.24,26495,2187,93
2023-08-02 20:30:00,39.0,57.24,26251,2146,4
2023-08-02 21:00:00,56.7,61.33,26111,2136,0
2023-08-02 21:30:00,114.0,61.33,25434,2126,0
2023-08-02 22:00:00,104.0,30.7,23962,2109,0
2023-08-02 22:30:00,47.0,30.7,22528,2092,0
2023-08-02 23:00:00,4.17,25.78,21166,2062,0
2023-08-02 23:30:00,114.0,25.78,20080,2031,0
2023-08-03 00:00:00,114.0,23.36,19216,1963,0
2023-08-03 00:30:00,114.0,23.36,18716,1895,0
2023-08-03 01:00:00,114.0,23.43,18172,1863,0
2023-08-03 01:30:00,114.0,23.43,18102,1831,0
2023-08-03 02:00:00,100.0,33.32,17675,1818,0
2023-08-03 02:30:00,100.0,33.32,17419,1805,0
2023-08-03 03:00:00,100.0,51.7,17453,1780,0
2023-08-03 03:30:00,114.0,51.7,17366,1754,0
2023-08-03 04:00:00,114.0,68.85,17316,1705,0
2023-08-03 04:30:00,36.65,68.85,17436,1656,0
2023-08-03 05:00:00,51.0,65.59,17448,1628,0
2023-08-03 05:30:00,53.0,65.59,18027,1599,9
2023-08-03 06:00:00,54.33006,68.49,19847,1600,153
2023-08-03 06:30:00,109.0,68.49,20961,1600,429
2023-08-03 07:00:00,105.0,69.78,22644,1640,854
2023-08-03 07:30:00,105.0,69.78,23803,1679,1436
2023-08-03 08:00:00,116.68171,66.74,24641,1754,1900
2023-08-03 08:30:00,39.0,66.74,25001,1828,2503
2023-08-03 09:00:00,32.1,62.75,25050,1869,3532
2023-08-03 09:30:00,36.1,62.75,24838,1910,4267
2023-08-03 10:00:00,120.8,67.16,24251,1935,4957
2023-08-03 10:30:00,118.0,67.16,23997,1959,5692
2023-08-03 11:00:00,129.0,63.92,23653,1988,5363
2023-08-03 11:30:00,129.0,63.92,23364,2017,5188
2023-08-03 12:00:00,129.0,57.04,23514,2040,5401
2023-08-03 12:30:00,125.0,57.04,23485,2063,4767
2023-08-03 13:00:00,128.9,60.12,23472,2097,4835
2023-08-03 13:30:00,128.9,60.12,23351,2130,4918
2023-08-03 14:00:00,129.0,64.72,23275,2145,4774
2023-08-03 14:30:00,120.0,64.72,23095,2160,4605
2023-08-03 15:00:00,106.0,71.69,23220,2167,4704
2023-08-03 15:30:00,41.0,71.69,23584,2173,4332
2023-08-03 16:00:00,42.0,81.52,24185,2167,3479
2023-08-03 16:30:00,108.95,81.52,25224,2161,3354
2023-08-03 17:00:00,108.95,84.96,26183,2118,2912
2023-08-03 17:30:00,108.95,84.96,26391,2074,2469
2023-08-03 18:00:00,105.28,82.18,26506,2007,1921
2023-08-03 18:30:00,103.71817,82.18,26720,1939,1333
2023-08-03 19:00:00,104.44,82.28,26718,1849,777
2023-08-03 19:30:00,108.95,82.28,26515,1759,431
2023-08-03 20:00:00,104.83,69.37,26420,1713,155
2023-08-03 20:30:00,45.0,69.37,26144,1667,7
2023-08-03 21:00:00,45.0,76.18,25796,1645,0
2023-08-03 21:30:00,43.1,76.18,25239,1622,0
2023-08-03 22:00:00,138.0,68.42,24057,1615,0
2023-08-03 22:30:00,100.0,68.42,22910,1607,0
2023-08-03 23:00:00,50.0,63.25,21334,1616,0
2023-08-03 23:30:00,45.0,63.25,20287,1625,0
2023-08-04 00:00:00,73.67,60.63,19437,1574,0
2023-08-04 00:30:00,78.36,60.63,18941,1523,0
2023-08-04 01:00:00,73.46,60.63,18592,1531,0
2023-08-04 01:30:00,72.33,60.63,18338,1538,0
2023-08-04 02:00:00,45.25,63.0,17910,1549,0
2023-08-04 02:30:00,45.25,63.0,17525,1560,0
2023-08-04 03:00:00,45.25,71.71,17347,1552,0
2023-08-04 03:30:00,45.16003,71.71,17157,1544,0
2023-08-04 04:00:00,100.0,75.81,17090,1503,0
2023-08-04 04:30:00,99.0,75.81,17097,1461,0
2023-08-04 05:00:00,99.0,83.03,17354,1433,0
2023-08-04 05:30:00,44.2,83.03,17846,1404,4
2023-08-04 06:00:00,93.0,85.09,19555,1408,97
2023-08-04 06:30:00,102.17013,85.09,20881,1412,308
2023-08-04 07:00:00,45.05,80.25,22626,1442,630
2023-08-04 07:30:00,91.24,80.25,23385,1471,1061
2023-08-04 08:00:00,45.07,78.27,24788,1495,1603
2023-08-04 08:30:00,130.0,78.27,25406,1518,2130
2023-08-04 09:00:00,45.1,76.6,25886,1501,2648
2023-08-04 09:30:00,21.03,76.6,25977,1484,2850
2023-08-04 10:00:00,17.79,76.99,25915,1420,3189
2023-08-04 10:30:00,17.79,76.99,25593,1355,3548
2023-08-04 11:00:00,45.1,71.52,25383,1323,4149
2023-08-04 11:30:00,47.55,71.52,25030,1290,4331
2023-08-04 12:00:00,98.99,63.66,24932,1266,4291
2023-08-04 12:30:00,98.99993,63.66,24718,1242,4663
2023-08-04 13:00:00,127.5,65.59,24301,1229,4354
2023-08-04 13:30:00,47.0,65.59,23733,1215,4547
2023-08-04 14:00:00,47.1,76.06,23472,1174,4492
2023-08-04 14:30:00,49.05,76.06,23292,1133,4583
2023-08-04 15:00:00,49.26,90.03,23547,1090,4563
2023-08-04 15:30:00,109.07,90.03,23787,1046,4506
2023-08-04 16:00:00,109.07,105.51,24224,983,3535
2023-08-04 16:30:00,109.0,105.51,24734,920,3122
2023-08-04 17:00:00,120.17,110.26,25335,852,2704
2023-08-04 17:30:00,135.17,110.26,25880,784,2189
2023-08-04 18:00:00,119.47,106.85,26211,709,1579
2023-08-04 18:30:00,62.0,106.85,26160,633,1109
2023-08-04 19:00:00,124.12,100.49,25727,558,720
2023-08-04 19:30:00,134.06,100.49,25691,483,356
2023-08-04 20:00:00,139.9,88.2,25483,447,85
2023-08-04 20:30:00,125.0,88.2,25225,411,2
2023-08-04 21:00:00,109.9,86.8,24953,389,0
2023-08-04 21:30:00,53.0,86.8,24400,367,0
2023-08-04 22:00:00,109.9,80.3,23513,355,0
2023-08-04 22:30:00,109.9,80.3,22697,343,0
2023-08-04 23:00:00,139.0,78.47,21411,348,0
2023-08-04 23:30:00,124.02403,78.47,20640,353,0
2023-08-05 00:00:00,81.01,74.08,19496,360,0
2023-08-05 00:30:00,53.0,74.08,18961,366,0
2023-08-05 01:00:00,139.0,71.51,18628,420,0
2023-08-05 01:30:00,53.0,71.51,18398,474,0
2023-08-05 02:00:00,53.75,67.86,17879,542,0
2023-08-05 02:30:00,53.0,67.86,17445,610,0
2023-08-05 03:00:00,53.01,67.66,17183,690,0
2023-08-05 03:30:00,53.0,67.66,17067,770,0
2023-08-05 04:00:00,53.05,68.84,16778,876,0
2023-08-05 04:30:00,53.05,68.84,16610,982,0
2023-08-05 05:00:00,53.05,73.31,16689,1047,0
2023-08-05 05:30:00,53.05,73.31,16803,1111,1
2023-08-05 06:00:00,53.0,75.61,17414,1164,34
2023-08-05 06:30:00,53.0,75.61,18049,1217,139
2023-08-05 07:00:00,51.1,80.05,19231,1231,286
2023-08-05 07:30:00,53.25,80.05,20194,1244,471
2023-08-05 08:00:00,53.06,89.93,21619,1274,683
2023-08-05 08:30:00,50.12,89.93,22410,1303,842
2023-08-05 09:00:00,53.0,92.12,23375,1340,1060
2023-08-05 09:30:00,53.02,92.12,23648,1377,1481
2023-08-05 10:00:00,53.00582,84.42,23895,1425,1789
2023-08-05 10:30:00,25.55,84.42,23756,1473,2121
2023-08-05 11:00:00,29.52,64.88,23535,1559,2490
2023-08-05 11:30:00,27.0,64.88,23437,1644,2730
2023-08-05 12:00:00,47.25,56.6,23443,1719,2910
2023-08-05 12:30:00,30.53,56.6,23091,1793,3269
2023-08-05 13:00:00,53.0,57.77,22481,1846,3445
2023-08-05 13:30:00,95.0,57.77,21891,1898,3442
2023-08-05 14:00:00,39.1,63.55,21403,1934,3213
2023-08-05 14:30:00,52.37239,63.55,21353,1969,2939
2023-08-05 15:00:00,39.1,80.4,21760,1976,2594
2023-08-05 15:30:00,42.0,80.4,22173,1982,2349
2023-08-05 16:00:00,53.0,91.94,22630,1938,2220
2023-08-05 16:30:00,39.1,91.94,23234,1893,1870
2023-08-05 17:00:00,53.0,94.79,24037,1874,1706
2023-08-05 17:30:00,53.05,94.79,24325,1855,1495
2023-08-05 18:00:00,53.15,86.47,24539,1847,1162
2023-08-05 18:30:00,54.15,86.47,24694,1838,964
2023-08-05 19:00:00,130.0,81.36,24145,1821,583
2023-08-05 19:30:00,118.6,81.36,24063,1804,311
2023-08-05 20:00:00,129.9,68.14,23319,1778,107
2023-08-05 20:30:00,108.0,68.14,23026,1751,3
2023-08-05 21:00:00,54.15,77.02,23038,1724,0
2023-08-05 21:30:00,53.0,77.02,22891,1697,0
2023-08-05 22:00:00,60.8302,73.73,22038,1679,0
2023-08-05 22:30:00,100.0,73.73,21071,1660,0
2023-08-05 23:00:00,54.15,67.52,20040,1648,0
2023-08-05 23:30:00,54.15,67.52,18925,1636,0
2023-08-06 00:00:00,55.52,57.87,18229,1540,0
2023-08-06 00:30:00,92.0,57.87,17738,1444,0
2023-08-06 01:00:00,67.46,46.77,17282,1434,0
2023-08-06 01:30:00,61.39,46.77,16936,1424,0
2023-08-06 02:00:00,48.31,45.52,16608,1410,0
2023-08-06 02:30:00,54.15,45.52,16264,1396,0
2023-08-06 03:00:00,60.2,43.18,16004,1386,0
2023-08-06 03:30:00,107.5,43.18,15765,1376,0
2023-08-06 04:00:00,115.0,41.23,15828,1332,0
2023-08-06 04:30:00,110.0,41.23,15452,1287,0
2023-08-06 05:00:00,27.94,41.95,15344,1261,0
2023-08-06 05:30:00,92.0,41.95,15375,1234,5
2023-08-06 06:00:00,28.0,40.07,15938,1225,135
2023-08-06 06:30:00,92.0,40.07,16283,1216,545
2023-08-06 07:00:00,69.23,49.92,16945,1284,1117
2023-08-06 07:30:00,75.04,49.92,17043,1352,1909
2023-08-06 08:00:00,107.5,51.95,17651,1416,2801
2023-08-06 08:30:00,110.0,51.95,17816,1479,3716
2023-08-06 09:00:00,69.29,58.53,18315,1519,4519
2023-08-06 09:30:00,115.0,58.53,18533,1558,5214
2023-08-06 10:00:00,115.0,59.99,18785,1561,5545
2023-08-06 10:30:00,81.02,59.99,18649,1563,5996
2023-08-06 11:00:00,115.0,53.79,18646,1578,6333
2023-08-06 11:30:00,125.0,53.79,18810,1593,6421
2023-08-06 12:00:00,123.45,53.58,19253,1601,6038
2023-08-06 12:30:00,107.5,53.58,19699,1608,5973
2023-08-06 13:00:00,79.61,56.4,19192,1598,5686
2023-08-06 13:30:00,77.34,56.4,18770,1588,5997
2023-08-06 14:00:00,40.0,74.94,18772,1578,5238
2023-08-06 14:30:00,107.5,74.94,18861,1567,5225
2023-08-06 15:00:00,107.5,69.24,19055,1554,5337
2023-08-06 15:30:00,107.5,69.24,19617,1541,4893
2023-08-06 16:00:00,110.0,76.81,20421,1499,4224
2023-08-06 16:30:00,40.0,76.81,21716,1456,3912
2023-08-06 17:00:00,35.5,84.66,22853,1390,3654
2023-08-06 17:30:00,10.2,84.66,23593,1324,3001
2023-08-06 18:00:00,36.16,84.7,24464,1206,2275
2023-08-06 18:30:00,115.0,84.7,25013,1087,1578
2023-08-06 19:00:00,36.16,85.69,25206,938,978
2023-08-06 19:30:00,115.0,85.69,24924,789,450
2023-08-06 20:00:00,115.0,63.53,24737,732,132
2023-08-06 20:30:00,115.0,63.53,24680,674,2
2023-08-06 21:00:00,40.69169,74.59,24563,650,0
2023-08-06 21:30:00,36.5,74.59,23977,626,0
2023-08-06 22:00:00,36.75,68.25,23278,614,0
2023-08-06 22:30:00,36.75,68.25,22187,602,0
2023-08-06 23:00:00,36.75,61.11,20754,602,0
2023-08-06 23:30:00,33.75,61.11,19650,601,0
2023-08-07 00:00:00,26.75,56.06,18901,605,0
2023-08-07 00:30:00,81.0,56.06,18417,608,0
2023-08-07 01:00:00,26.75,55.17,17963,625,0
2023-08-07 01:30:00,27.0,55.17,17780,642,0
2023-08-07 02:00:00,27.0,58.49,17562,661,0
2023-08-07 02:30:00,21.0,58.49,17241,679,0
2023-08-07 03:00:00,46.0,61.34,17051,691,0
2023-08-07 03:30:00,45.05,61.34,16825,703,0
2023-08-07 04:00:00,55.76,76.01,16830,715,0
2023-08-07 04:30:00,95.0,76.01,16827,726,0
2023-08-07 05:00:00,95.0,70.72,17304,730,0
2023-08-07 05:30:00,135.0,70.72,17687,733,9
2023-08-07 06:00:00,109.0,86.71,19220,729,206
2023-08-07 06:30:00,109.0,86.71,20712,725,685
2023-08-07 07:00:00,109.0,88.54,22102,760,1336
2023-08-07 07:30:00,51.0,88.54,22705,794,2130
2023-08-07 08:00:00,109.0,73.42,23505,870,2981
2023-08-07 08:30:00,41.0,73.42,23598,946,3918
2023-08-07 09:00:00,41.0,77.03,23431,1031,4570
2023-08-07 09:30:00,41.02,77.03,23017,1115,5183
2023-08-07 10:00:00,41.1,68.14,22680,1182,5657
2023-08-07 10:30:00,41.1,68.14,22496,1249,6297
2023-08-07 11:00:00,40.2,58.01,22369,1336,6294
2023-08-07 11:30:00,41.21,58.01,22460,1423,6241
2023-08-07 12:00:00,41.3,56.4,22597,1488,6532
2023-08-07 12:30:00,41.55,56.4,22354,1552,6924
2023-08-07 13:00:00,109.0,56.77,22185,1621,6978
2023-08-07 13:30:00,42.33,56.77,22128,1689,6338
2023-08-07 14:00:00,41.1,70.42,22157,1743,6274
2023-08-07 14:30:00,41.1,70.42,21829,1796,5943
2023-08-07 15:00:00,41.1,81.52,22043,1815,5519
2023-08-07 15:30:00,41.1,81.52,22358,1834,4934
2023-08-07 16:00:00,42.33,90.35,22788,1818,4473
2023-08-07 16:30:00,42.33,90.35,23589,1802,4084
2023-08-07 17:00:00,42.63,97.0,24756,1749,3629
2023-08-07 17:30:00,42.63,97.0,25711,1696,2948
2023-08-07 18:00:00,42.7,92.96,26035,1564,2290
2023-08-07 18:30:00,109.0,92.96,26457,1431,1706
2023-08-07 19:00:00,118.32,90.49,26761,1305,1028
2023-08-07 19:30:00,88.21,90.49,26746,1179,529
2023-08-07 20:00:00,75.9899,73.39,25687,1156,128
2023-08-07 20:30:00,75.59007,73.39,25469,1132,1
2023-08-07 21:00:00,70.22,71.77,25930,1160,0
2023-08-07 21:30:00,66.81014,71.77,25260,1187,0
2023-08-07 22:00:00,43.0,63.44,23931,1191,0
2023-08-07 22:30:00,110.0,63.44,22486,1195,0
2023-08-07 23:00:00,30.0,61.14,21232,1201,0
2023-08-07 23:30:00,30.0,61.14,19936,1207,0
2023-08-08 00:00:00,30.0,51.83,19281,1242,0
2023-08-08 00:30:00,10.0,51.83,18680,1276,0
2023-08-08 01:00:00,29.98,52.87,18388,1274,0
2023-08-08 01:30:00,29.52,52.87,18111,1272,0
2023-08-08 02:00:00,34.46,58.46,17759,1267,0
2023-08-08 02:30:00,31.0,58.46,17507,1261,0
2023-08-08 03:00:00,50.0,66.45,17288,1264,0
2023-08-08 03:30:00,72.15,66.45,17147,1266,0
2023-08-08 04:00:00,31.0,72.55,17099,1228,0
2023-08-08 04:30:00,10.0,72.55,17266,1190,0
2023-08-08 05:00:00,41.1,77.76,17609,1156,0
2023-08-08 05:30:00,139.0,77.76,18099,1121,6
2023-08-08 06:00:00,116.0,82.15,19494,1104,154
2023-08-08 06:30:00,133.0,82.15,21290,1087,437
2023-08-08 07:00:00,41.1,82.52,22882,1146,795
2023-08-08 07:30:00,41.1,82.52,23439,1205,1255
2023-08-08 08:00:00,41.1,79.73,25452,1295,1797
2023-08-08 08:30:00,42.0,79.73,25971,1384,2448
2023-08-08 09:00:00,42.0,75.24,26108,1441,3090
2023-08-08 09:30:00,42.0,75.24,25855,1497,3433
2023-08-08 10:00:00,41.5,77.19,25661,1531,3695
2023-08-08 10:30:00,42.25,77.19,25432,1565,4104
2023-08-08 11:00:00,109.0,67.69,25564,1613,3970
2023-08-08 11:30:00,99.95,67.69,25595,1661,4284
2023-08-08 12:00:00,98.0,62.01,25824,1707,3984
2023-08-08 12:30:00,41.1,62.01,25722,1752,3837
2023-08-08 13:00:00,41.1,60.01,25818,1786,3884
2023-08-08 13:30:00,99.95,60.01,25791,1819,3809
2023-08-08 14:00:00,42.0,64.41,25729,1833,3262
2023-08-08 14:30:00,41.1,64.41,25782,1846,2987
2023-08-08 15:00:00,41.05,75.1,25927,1867,3028
2023-08-08 15:30:00,41.05,75.1,26010,1888,2960
2023-08-08 16:00:00,115.0,88.54,26226,1883,2612
2023-08-08 16:30:00,41.1,88.54,26670,1878,2612
2023-08-08 17:00:00,110.74,98.25,27012,1853,2217
2023-08-08 17:30:00,42.45,98.25,27668,1827,1821
2023-08-08 18:00:00,113.41013,95.37,27644,1715,1390
2023-08-08 18:30:00,112.46,95.37,27745,1602,878
2023-08-08 19:00:00,109.16,87.95,27577,1467,578
2023-08-08 19:30:00,111.88,87.95,27231,1331,299
2023-08-08 20:00:00,104.4,76.27,26816,1294,101
2023-08-08 20:30:00,99.97,76.27,26293,1257,0
2023-08-08 21:00:00,91.62,73.68,26428,1241,0
2023-08-08 21:30:00,45.62,73.68,25673,1225,0
2023-08-08 22:00:00,114.09,65.1,24371,1201,0
2023-08-08 22:30:00,45.62,65.1,23069,1177,0
2023-08-08 23:00:00,45.6,61.8,21637,1155,0
2023-08-08 23:30:00,45.6,61.8,20470,1132,0
2023-08-09 00:00:00,45.62,57.59,19863,1104,0
2023-08-09 00:30:00,45.6,57.59,19423,1076,0
2023-08-09 01:00:00,45.71,57.3,18889,1060,0
2023-08-09 01:30:00,45.7,57.3,18703,1043,0
2023-08-09 02:00:00,45.7,63.05,18342,1023,0
2023-08-09 02:30:00,45.71,63.05,18067,1002,0
2023-08-09 03:00:00,45.73,73.41,17653,991,0
2023-08-09 03:30:00,45.71,73.41,17631,980,0
2023-08-09 04:00:00,80.86,77.86,17593,977,0
2023-08-09 04:30:00,45.71,77.86,17662,974,0
2023-08-09 05:00:00,45.6,83.34,17887,943,0
2023-08-09 05:30:00,115.0,83.34,18571,911,2
2023-08-09 06:00:00,100.0,82.2,20384,876,124
2023-08-09 06:30:00,116.0,82.2,21766,841,475
2023-08-09 07:00:00,45.73,75.82,23709,845,1098
2023-08-09 07:30:00,99.0,75.82,24337,848,1857
2023-08-09 08:00:00,45.71,67.26,25307,881,2664
2023-08-09 08:30:00,45.71,67.26,25127,913,3396
2023-08-09 09:00:00,41.1,65.67,24894,946,4219
2023-08-09 09:30:00,41.1,65.67,24383,978,4961
2023-08-09 10:00:00,41.1,62.58,23685,1006,5812
2023-08-09 10:30:00,45.91,62.58,23216,1033,6479
